"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.115053667E0,-8.545358498E-2,-4.691740058E-2,-2.673405468E-2,1.010854458E-1
1.125091667E0,-8.420874017E-2,-5.031340862E-2,-4.868976474E-3,9.821536509E-2
1.135130667E0,-6.218797985E-2,-3.806477090E-2,3.397232294E-3,7.299186810E-2
1.145168667E0,-5.688349544E-2,-3.883112160E-2,5.094678998E-3,6.906188394E-2
1.155206667E0,-2.750350258E-2,-3.514596876E-2,1.743464291E-2,4.791292673E-2
1.165245667E0,-6.946099335E-3,-2.077468213E-2,1.361874998E-2,2.579352757E-2
1.175283667E0,1.195101444E-2,-9.895900860E-3,6.507951021E-3,1.682584400E-2
1.185322667E0,2.935048269E-2,5.108127594E-3,3.284965754E-3,2.997223385E-2
1.195360667E0,5.225872245E-2,2.603326589E-3,3.192579746E-3,5.242083504E-2
1.205399667E0,7.017309286E-2,-1.427451521E-3,-1.458529472E-2,7.168703789E-2
1.215437667E0,8.754097701E-2,1.655889446E-2,-2.654752851E-2,9.296446047E-2
1.225476667E0,9.207302595E-2,3.216995526E-2,-1.159035087E-2,9.821753593E-2
1.235514667E0,1.012896814E-1,3.123156851E-2,-2.015769124E-2,1.078950552E-1
1.245552667E0,9.177288107E-2,3.234317902E-2,-3.054234624E-2,1.019861650E-1
1.255591667E0,9.345529860E-2,3.506365092E-2,-2.043543398E-2,1.018869934E-1
1.265629667E0,7.555671567E-2,3.712134093E-2,-2.396072030E-2,8.752672365E-2
1.275668667E0,8.029204672E-2,4.571185090E-2,-1.296737015E-2,9.329811771E-2
1.285706667E0,6.010904800E-2,3.178308886E-2,-9.303504825E-3,6.862811079E-2
1.295745667E0,6.744636261E-2,4.007922806E-2,1.158976614E-2,7.930749668E-2
1.305783667E0,6.501407621E-2,2.727945372E-2,1.290012717E-2,7.167574194E-2
1.315822667E0,3.924055461E-2,3.404486496E-2,2.127626359E-2,5.613869743E-2
1.325860667E0,1.067325164E-2,2.997110981E-2,2.309123933E-2,3.931146217E-2
1.335899667E0,-2.355952822E-3,7.979713473E-3,1.699493229E-2,1.892231657E-2
1.345937667E0,3.392207343E-4,1.200060613E-2,1.062088251E-2,1.602912236E-2
1.355975667E0,-1.925995178E-2,-1.026040167E-3,3.629659116E-2,4.110281050E-2
1.366014667E0,-3.087970317E-2,-1.707386971E-4,2.455947518E-2,3.945570987E-2
1.376052667E0,-3.264947263E-2,-7.141442019E-3,7.441751361E-3,3.423985865E-2
1.386091667E0,-4.122433215E-2,-1.537594792E-2,-1.866314292E-2,4.779307732E-2
1.396129417E0,-4.069484850E-2,-1.312168183E-2,-1.918529928E-2,4.686496492E-2
1.406168417E0,-5.368151447E-2,-8.256944586E-3,-2.706383765E-2,6.068223330E-2
1.416206417E0,-5.165274077E-2,-1.450277589E-2,-3.856589556E-2,6.607317487E-2
1.426245417E0,-6.311145619E-2,-1.419738678E-2,-5.802893758E-2,8.690212478E-2
1.436283417E0,-6.845940186E-2,-1.464802438E-2,-5.656771839E-2,9.000645024E-2
1.446321417E0,-5.002997397E-2,-2.591473186E-2,-4.914818645E-2,7.476707734E-2
1.456360417E0,-6.604036306E-2,-1.753609210E-2,-6.435211658E-2,9.386180793E-2
1.466398417E0,-8.041111065E-2,-1.417843815E-2,-6.175829172E-2,1.023770551E-1
1.476437417E0,-8.248811474E-2,-1.937177064E-2,-5.796812654E-2,1.026638119E-1
1.486475417E0,-8.539982714E-2,-1.901119843E-2,-4.758639514E-2,9.959428269E-2
1.496514417E0,-1.019143010E-1,-1.660463065E-2,-4.018382013E-2,1.108015249E-1
1.506552417E0,-1.082457849E-1,-1.929654256E-2,-2.692467391E-2,1.132009036E-1
1.516591417E0,-1.070218804E-1,-3.196535753E-2,-3.639131606E-2,1.174725281E-1
1.526629417E0,-1.095623677E-1,-2.485474130E-2,-3.804490864E-2,1.186131766E-1
1.536668417E0,-1.188094743E-1,-3.159835339E-2,-3.053708375E-2,1.266754144E-1
1.546706417E0,-1.179647618E-1,-4.332176495E-2,-1.941217124E-2,1.271585339E-1
1.556744417E0,-1.152298820E-1,-3.570805063E-2,-3.026928127E-2,1.243753190E-1
1.566783417E0,-1.059639547E-1,-3.618832631E-2,-4.185904741E-2,1.195413506E-1
1.576821417E0,-1.058921710E-1,-3.029343758E-2,-3.428514898E-2,1.153530046E-1
1.586860417E0,-1.024459591E-1,-1.779992944E-2,-3.509908140E-2,1.097449659E-1
1.596898417E0,-8.617482989E-2,-1.017908882E-2,-3.113817751E-2,9.219165502E-2
1.606937417E0,-6.046828631E-2,-7.420208026E-3,-4.441778898E-2,7.539504702E-2
1.616975417E0,-5.352400510E-2,-8.435887657E-3,-3.826242507E-2,6.633246938E-2
1.627014417E0,-2.262355344E-2,1.255598199E-3,-5.217762887E-2,5.688503012E-2
1.637052417E0,-1.114684870E-2,1.236697074E-2,-3.198777795E-2,3.606122764E-2
1.647090417E0,2.547265495E-2,4.297210146E-3,-2.574587524E-2,3.647152666E-2
1.657129417E0,1.812590257E-2,1.551893061E-2,-3.419627130E-2,4.169856739E-2
1.667167417E0,4.028556168E-2,4.126867963E-2,4.788869619E-3,5.787023130E-2
1.677206417E0,5.872322135E-2,5.514138149E-2,3.947455287E-3,8.065092114E-2
1.687244417E0,6.622649638E-2,5.632822009E-2,1.388655245E-2,8.804347528E-2
1.697283417E0,7.340652089E-2,5.520539023E-2,2.353504300E-2,9.481587772E-2
1.707321417E0,8.499414914E-2,6.461398048E-2,2.871099830E-2,1.105590036E-1
1.717360417E0,8.458593126E-2,6.081383849E-2,4.154563665E-2,1.121567771E-1
1.727398417E0,9.065477466E-2,6.178352611E-2,5.560058892E-2,1.229915353E-1
1.737436417E0,8.206996573E-2,5.053622408E-2,3.615158021E-2,1.029384572E-1
1.747475417E0,7.943669043E-2,4.042280680E-2,3.274616182E-2,9.495526426E-2
1.757513417E0,7.514168213E-2,3.487502340E-2,1.469288349E-2,8.413334937E-2
1.767552417E0,7.002122970E-2,3.037458597E-2,-1.398069263E-3,7.633834344E-2
1.777590417E0,5.541756193E-2,1.639546478E-2,9.173111916E-3,5.851549725E-2
1.787629417E0,4.462806948E-2,1.293804271E-2,-9.440914392E-3,4.741506510E-2
1.797667417E0,3.685161984E-2,-2.365271822E-3,-2.402036190E-2,4.405240267E-2
1.807706417E0,2.170889360E-2,-1.757492127E-2,-3.951489866E-2,4.838988670E-2
1.817744417E0,8.678601924E-3,-2.109523745E-2,-5.937905967E-2,6.360974691E-2
1.827782417E0,5.794453667E-3,-2.547525879E-2,-6.265934765E-2,6.788783655E-2
1.837821417E0,-1.044316370E-2,-2.606586412E-2,-4.650816858E-2,5.432769721E-2
1.847859417E0,-2.174935816E-3,-3.782761149E-2,-5.777341425E-2,6.908998431E-2
1.857898417E0,-2.868959201E-2,-3.391026936E-2,-5.514333665E-2,7.080809724E-2
1.867936417E0,-3.051128291E-2,-3.036413407E-2,-5.551872790E-2,7.025132148E-2
1.877975417E0,-3.410065105E-2,-4.217333525E-2,-3.764028132E-2,6.601693257E-2
1.888013417E0,-4.184792857E-2,-3.456046147E-2,-3.023653686E-2,6.212827685E-2
1.898052417E0,-4.751602756E-2,-3.122025780E-2,-2.911211729E-2,6.387482090E-2
1.908090417E0,-5.979264054E-2,-2.913901448E-2,-1.419937849E-2,6.801370728E-2
1.918128417E0,-6.010604217E-2,-3.412979577E-2,-2.052138805E-2,7.210205706E-2
1.928167417E0,-5.555626885E-2,-2.351355448E-2,-1.155292869E-2,6.142358191E-2
