"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.084793875E0,-1.893966140E-2,4.445318291E-2,-1.153170329E-1,1.250312534E-1
1.094831875E0,-4.154145224E-2,2.389316669E-2,-9.944652021E-2,1.103910596E-1
1.104869875E0,-3.698317305E-2,5.901686121E-3,-6.786220014E-2,7.751040702E-2
1.114907875E0,-3.652456862E-2,-3.907529768E-3,-4.782613099E-2,6.030465742E-2
1.124945875E0,-5.092074246E-2,-1.747794885E-2,-1.689552963E-2,5.642570009E-2
1.134983875E0,-4.918674152E-2,-1.145157086E-2,-1.729723334E-2,5.338228450E-2
1.145021875E0,-3.273947407E-2,-2.065559993E-2,8.745680451E-3,3.968644475E-2
1.155059875E0,-3.852036037E-2,-2.431052998E-2,2.036819100E-2,4.989672570E-2
1.165097875E0,-4.148414953E-2,-2.539226487E-2,4.272092700E-2,6.473622928E-2
1.175135875E0,-3.711318224E-2,-3.154863378E-2,5.396219909E-2,7.269541609E-2
1.185173875E0,-2.292584536E-2,-3.151672991E-2,6.922226250E-2,7.943941261E-2
1.195211875E0,-2.040036896E-2,-2.730903698E-2,9.076808274E-2,9.695774027E-2
1.205249875E0,-1.895806186E-2,-1.490614241E-2,7.475197434E-2,7.854590288E-2
1.215287875E0,-1.434666437E-2,-1.647535237E-2,6.370015204E-2,6.734221101E-2
1.225325875E0,-2.251122295E-2,-1.252535719E-2,6.674889028E-2,7.154756519E-2
1.235363875E0,-2.044052289E-2,3.141672425E-3,6.220034122E-2,6.554820768E-2
1.245401875E0,-2.066370380E-2,3.681754153E-3,6.098236620E-2,6.449335591E-2
1.255439875E0,-1.558733390E-2,-6.216522139E-3,3.884305358E-2,4.231303507E-2
1.265477875E0,-2.090760578E-2,-8.050062787E-3,3.559901834E-2,4.206211594E-2
1.275515875E0,-2.397663569E-2,-9.497760292E-3,2.355199993E-2,3.492539492E-2
1.285553875E0,-1.904691213E-2,4.670591410E-3,-8.680191636E-3,2.144632865E-2
1.295591875E0,-3.832710075E-2,1.307744399E-2,6.255936027E-3,4.097710249E-2
1.305629875E0,-5.009929089E-2,-3.246940579E-3,2.338301539E-3,5.025882236E-2
1.315667875E0,-6.027994202E-2,1.293678191E-3,-1.370119572E-2,6.183096131E-2
1.325705875E0,-6.150897193E-2,-7.101004869E-3,7.523612380E-3,6.237293196E-2
1.335744875E0,-6.651088119E-2,-1.378746042E-2,9.870684743E-3,6.863834059E-2
1.345782875E0,-6.980913109E-2,-7.830061298E-3,9.644982219E-3,7.090592589E-2
1.355820875E0,-8.267740921E-2,-3.653157614E-3,2.520149946E-4,8.275846220E-2
1.365858875E0,-7.748907426E-2,-3.792778160E-3,6.689214706E-3,7.786968210E-2
1.375896875E0,-8.916596392E-2,4.195486866E-3,4.853188992E-3,8.939644666E-2
1.385934875E0,-8.300555678E-2,5.083642378E-3,-2.201535165E-2,8.602581929E-2
1.395972875E0,-8.615378905E-2,2.525997162E-2,-2.525704801E-2,9.326553494E-2
1.406010875E0,-7.254507984E-2,1.154667947E-2,-2.821456969E-2,7.869038289E-2
1.416048875E0,-6.650965693E-2,2.031278864E-2,-4.390031040E-2,8.223977809E-2
1.426086875E0,-6.655601439E-2,4.203400707E-2,-6.242253542E-2,1.004645894E-1
1.436124875E0,-5.951636874E-2,4.205715839E-2,-6.790079176E-2,9.960682829E-2
1.446162875E0,-4.137143531E-2,4.810115112E-2,-9.625569463E-2,1.152843231E-1
1.456200875E0,-2.306930314E-2,4.801132327E-2,-1.289235038E-1,1.394939057E-1
1.466238875E0,-3.045519532E-2,5.409959039E-2,-1.467458171E-1,1.593380665E-1
1.476276875E0,-2.490157384E-2,4.878220556E-2,-1.584051651E-1,1.676066475E-1
1.486314875E0,-2.754775870E-2,5.057847021E-2,-1.704966223E-1,1.799615483E-1
1.496352875E0,-2.445549524E-2,5.487301257E-2,-1.872143966E-1,1.966172654E-1
1.506390875E0,-2.700468941E-2,5.310083114E-2,-1.632074833E-1,1.737401339E-1
1.516428875E0,-2.502235539E-2,3.617242919E-2,-1.637419188E-1,1.695463915E-1
1.526466875E0,-2.103530349E-2,3.085398456E-2,-1.433164251E-1,1.481014857E-1
1.536504875E0,-3.129016858E-2,1.860646147E-2,-1.263384497E-1,1.314788155E-1
1.546542875E0,-3.886554709E-2,5.050459430E-3,-8.406424999E-2,9.275147448E-2
1.556580875E0,-4.120540179E-2,5.532178637E-3,-5.646656156E-2,7.012105755E-2
1.566618875E0,-5.035792055E-2,-7.943095285E-3,-1.061912835E-2,5.207474255E-2
1.576656875E0,-4.684630210E-2,-1.512387810E-2,1.845147371E-2,5.257151882E-2
1.586694875E0,-5.690829129E-2,-3.315183068E-2,3.807414472E-2,7.607389822E-2
1.596732875E0,-5.723176109E-2,-2.131416086E-2,4.794366002E-2,7.764253001E-2
1.606770875E0,-4.077354837E-2,-3.244000526E-2,7.949698985E-2,9.505055277E-2
1.616808875E0,-4.245446756E-2,-4.156080287E-2,9.471787691E-2,1.118085791E-1
