"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
8.032637083E-1,-1.243308187E-3,3.372495994E-2,-9.714336134E-3,3.511818709E-2
8.133017083E-1,5.638198927E-3,2.978655137E-2,-5.202158354E-3,3.075858224E-2
8.233387083E-1,1.115760021E-2,2.694948576E-2,4.400266334E-5,2.916794065E-2
8.333767083E-1,1.492222957E-2,1.910281740E-2,5.151285790E-3,2.478157205E-2
8.434147083E-1,1.882642321E-2,1.259618253E-2,9.072789922E-3,2.440109715E-2
8.534527083E-1,1.939893141E-2,3.221061546E-3,1.205683500E-2,2.306644853E-2
8.634907083E-1,1.930998079E-2,-5.745269358E-3,1.577034593E-2,2.558490354E-2
8.735287083E-1,1.625231281E-2,-1.332264207E-2,1.671394706E-2,2.685119159E-2
8.835657083E-1,1.238407288E-2,-2.149827965E-2,1.546332613E-2,2.923449578E-2
8.936037083E-1,8.147577755E-3,-2.530525252E-2,1.602362469E-2,3.104022192E-2
9.036417083E-1,2.204201184E-3,-3.053490072E-2,1.301025786E-2,3.326417705E-2
9.136797083E-1,-3.734793747E-3,-3.363001719E-2,1.103866380E-2,3.559183669E-2
9.237177083E-1,-8.140195161E-3,-3.155621514E-2,6.560292095E-3,3.324296803E-2
9.337547083E-1,-1.287755556E-2,-2.975190803E-2,2.861424349E-3,3.254527951E-2
9.437927083E-1,-1.546428353E-2,-2.287296392E-2,-4.592711339E-4,2.761390000E-2
9.538307083E-1,-1.550241560E-2,-1.638212800E-2,-5.517786369E-3,2.321949555E-2
9.638687083E-1,-1.382009592E-2,-9.575887583E-3,-1.066407934E-2,1.991017987E-2
9.739067083E-1,-1.029843371E-2,-1.025400590E-3,-1.319942437E-2,1.677301365E-2
9.839437083E-1,-6.266141310E-3,8.928962983E-3,-1.456642523E-2,1.819812218E-2
9.939817083E-1,-9.806922171E-4,1.622998528E-2,-1.719516702E-2,2.366533220E-2
1.004019708E0,5.399443209E-3,2.341599204E-2,-1.832541265E-2,3.022057939E-2
1.014057708E0,1.318544708E-2,3.002203070E-2,-1.622244157E-2,3.658341089E-2
1.024095708E0,1.734530367E-2,3.292967007E-2,-1.484798454E-2,4.007100417E-2
1.034133708E0,2.038224787E-2,3.251338378E-2,-1.196078863E-2,4.019473370E-2
1.044170708E0,2.159238607E-2,3.308037296E-2,-8.631570265E-3,4.043570472E-2
1.054208708E0,2.178577147E-2,2.977496386E-2,-5.754509941E-3,3.734009502E-2
1.064246708E0,1.944139041E-2,2.611551248E-2,-5.086152814E-4,3.256142415E-2
1.074284708E0,1.383023709E-2,1.660886221E-2,4.217100330E-3,2.202075605E-2
1.084322708E0,9.186749347E-3,9.096883237E-3,6.229384802E-3,1.435112829E-2
1.094359708E0,1.250819769E-3,9.975880384E-4,1.137985941E-2,1.149177672E-2
1.104397708E0,-6.198042072E-3,-7.877662778E-3,1.251729578E-2,1.603608400E-2
1.114435708E0,-1.314790454E-2,-1.724741049E-2,1.407275256E-2,2.585310285E-2
1.124473708E0,-1.932004653E-2,-2.533916011E-2,1.665122621E-2,3.595275466E-2
