"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
9.009145833E-1,-2.239192277E-2,6.765732542E-5,1.762291603E-2,2.849508646E-2
9.109525833E-1,-3.179181367E-2,1.417149231E-2,1.549877971E-2,3.810200498E-2
9.209905833E-1,-3.974161297E-2,2.613855526E-2,1.200926118E-2,4.905957834E-2
9.310275833E-1,-4.183805361E-2,3.785459697E-2,8.613198064E-3,5.707521724E-2
9.410655833E-1,-4.003970325E-2,4.592020065E-2,3.118282417E-3,6.100464203E-2
9.511035833E-1,-3.621913493E-2,4.989310354E-2,-1.120404922E-3,6.166362642E-2
9.611415833E-1,-2.496190928E-2,5.065608770E-2,-4.688971676E-3,5.666676796E-2
9.711785833E-1,-1.629411802E-2,4.714364558E-2,-1.044432912E-2,5.096180542E-2
9.812165833E-1,-2.525043441E-3,4.150146991E-2,-1.427688450E-2,4.396108825E-2
9.912545833E-1,1.179557294E-2,3.040540963E-2,-1.762074791E-2,3.706906032E-2
1.001291583E0,2.439688705E-2,1.951059699E-2,-1.911059767E-2,3.662084701E-2
1.011329583E0,3.486683965E-2,5.045904312E-3,-1.831058413E-2,3.970434672E-2
1.021367583E0,3.987507150E-2,-5.887443200E-3,-1.615186408E-2,4.342310477E-2
1.031405583E0,4.368045926E-2,-1.763624325E-2,-1.487887278E-2,4.940040944E-2
1.041442583E0,4.114939645E-2,-2.828561887E-2,-1.436393894E-2,5.195836607E-2
1.051480583E0,3.592028096E-2,-3.844238445E-2,-8.478619158E-3,5.329137350E-2
1.061518583E0,2.561820298E-2,-4.255238920E-2,-3.378263209E-3,4.978364002E-2
1.071556583E0,1.348936744E-2,-4.389408976E-2,7.760014851E-4,4.592664072E-2
1.081593583E0,-6.047375500E-4,-4.359810054E-2,6.009464152E-3,4.401447191E-2
1.091631583E0,-1.471389830E-2,-3.929070383E-2,1.157120988E-2,4.352184634E-2
1.101669583E0,-2.673211135E-2,-3.361724690E-2,1.356859598E-2,4.504255613E-2
1.111706583E0,-3.824895248E-2,-2.229135856E-2,1.704988070E-2,4.744033583E-2
1.121744583E0,-4.371948168E-2,-1.363338437E-2,2.085547708E-2,5.032110066E-2
1.131782583E0,-4.675202444E-2,-3.452384844E-3,1.918434352E-2,5.065283592E-2
1.141820583E0,-4.265332595E-2,9.246948175E-3,1.968968101E-2,4.788001465E-2
1.151857583E0,-3.693658486E-2,1.682923362E-2,1.722572371E-2,4.409376331E-2
1.161895250E0,-2.545029670E-2,2.537221462E-2,1.231843233E-2,3.798961242E-2
1.171933250E0,-1.455264166E-2,3.103089891E-2,8.843272924E-3,3.539632103E-2
1.181970250E0,4.122559913E-4,3.500827402E-2,4.702947568E-3,3.532515988E-2
1.192008250E0,1.764450595E-2,3.646369278E-2,-1.466797665E-3,4.053493527E-2
1.202046250E0,2.779451571E-2,3.299860284E-2,-7.914447226E-3,4.386435190E-2
1.212084250E0,3.789615631E-2,2.815218270E-2,-1.299309544E-2,4.896411526E-2
1.222121250E0,4.673501104E-2,2.408398874E-2,-1.542495750E-2,5.479168810E-2
1.232159250E0,4.911508411E-2,1.526120212E-2,-2.074728534E-2,5.545850364E-2
1.242197250E0,4.579079151E-2,7.542866282E-3,-2.013881318E-2,5.058916105E-2
1.252235250E0,3.814379126E-2,-7.989532314E-4,-2.413169108E-2,4.514338991E-2
1.262272250E0,2.943346277E-2,-8.813643828E-3,-2.041247115E-2,3.688736947E-2
1.272310250E0,1.530432701E-2,-1.558979042E-2,-1.764997467E-2,2.808532707E-2
1.282348250E0,4.993518814E-5,-2.224831842E-2,-1.543327421E-2,2.707722509E-2
1.292385250E0,-1.608855464E-2,-2.607128769E-2,-1.265586354E-2,3.314701365E-2
1.302423250E0,-2.860738710E-2,-2.856614068E-2,-6.034485064E-3,4.087568960E-2
1.312461250E0,-3.777718171E-2,-2.835681662E-2,-9.830011986E-4,4.724606649E-2
1.322499250E0,-4.448787495E-2,-2.710001916E-2,5.693453364E-3,5.240226586E-2
1.332536250E0,-4.792948067E-2,-2.282644063E-2,1.164055802E-2,5.434872676E-2
1.342574250E0,-4.451427236E-2,-1.961743832E-2,1.618359797E-2,5.126668678E-2
1.352612250E0,-3.827581927E-2,-1.320614479E-2,2.030430734E-2,4.529575585E-2
1.362649250E0,-2.860531211E-2,-8.344097063E-3,2.331972867E-2,3.783777982E-2
1.372687250E0,-1.555715501E-2,-1.204428729E-3,2.451575547E-2,2.906024754E-2
1.382725250E0,-1.390735619E-3,3.015616210E-3,2.422839962E-2,2.445492660E-2
1.392763250E0,1.396451890E-2,9.878049605E-3,1.924349368E-2,2.574676098E-2
1.402800250E0,2.643038332E-2,1.501919888E-2,1.764396206E-2,3.514898142E-2
1.412838250E0,3.826148063E-2,1.949890330E-2,1.222656015E-2,4.465016129E-2
1.422876250E0,4.306101054E-2,2.194099128E-2,6.335868500E-3,4.874218867E-2
1.432914250E0,4.427807406E-2,2.386725694E-2,1.767755020E-4,5.030134238E-2
1.442951250E0,4.420058802E-2,2.354862541E-2,-8.283531293E-3,5.076264996E-2
1.452989250E0,3.697995842E-2,2.158640698E-2,-1.348068938E-2,4.489119375E-2
1.463027250E0,2.694756538E-2,2.021647803E-2,-1.884669252E-2,3.860149068E-2
1.473064250E0,1.366451476E-2,1.573996991E-2,-2.319430374E-2,3.118399176E-2
1.483102250E0,-7.516192272E-4,1.131989714E-2,-2.660715394E-2,2.892482746E-2
1.493140250E0,-1.494893059E-2,5.579187069E-3,-2.617625333E-2,3.065606127E-2
1.503178250E0,-2.631263435E-2,-1.109533943E-3,-2.534946240E-2,3.655381015E-2
1.513215250E0,-3.519480675E-2,-3.523689695E-3,-2.409431525E-2,4.279750973E-2
1.523253250E0,-4.199541733E-2,-3.876304720E-3,-1.710557938E-2,4.551089606E-2
1.533291250E0,-4.517602921E-2,2.138976939E-3,-1.194810122E-2,4.677826375E-2
1.543328250E0,-4.354521260E-2,1.305933855E-2,-4.430158064E-3,4.567666980E-2
1.553366250E0,-3.808839619E-2,2.662201785E-2,2.941472223E-3,4.656296831E-2
1.563404250E0,-2.912584320E-2,4.554318264E-2,1.046522055E-2,5.506375458E-2
1.573442250E0,-1.731152646E-2,6.170164421E-2,1.516436785E-2,6.585392850E-2
1.583479250E0,-2.125977306E-3,7.706547529E-2,2.001682296E-2,7.965099159E-2
1.593517250E0,1.234217826E-2,8.697962761E-2,2.125226334E-2,9.038497486E-2
1.603555250E0,2.605177648E-2,9.338402748E-2,2.069540508E-2,9.913410835E-2
1.613592250E0,3.664556146E-2,9.968506545E-2,1.773769781E-2,1.076783886E-1
1.623630250E0,4.652509093E-2,1.052183136E-1,1.382791251E-2,1.158735896E-1
1.633668250E0,4.695812613E-2,1.097313091E-1,9.990029968E-3,1.197740644E-1
1.643706250E0,4.852312058E-2,1.118079200E-1,2.878240310E-3,1.219171378E-1
1.653743250E0,4.096800089E-2,1.101913825E-1,-3.053418361E-3,1.176003454E-1
1.663781250E0,3.032954410E-2,1.072747856E-1,-8.059780113E-3,1.117708412E-1
1.673819250E0,1.615167409E-2,1.056001931E-1,-1.147608366E-2,1.074429051E-1
1.683857250E0,3.293701448E-3,1.079990789E-1,-1.520138793E-2,1.091133893E-1
1.693894250E0,-1.342642307E-2,1.159984171E-1,-1.894685812E-2,1.182999791E-1
1.703932250E0,-2.858873457E-2,1.241439208E-1,-1.502795611E-2,1.282765306E-1
1.713970250E0,-4.236393422E-2,1.292984784E-1,-1.625407487E-2,1.370291735E-1
1.724007250E0,-4.691404104E-2,1.281241626E-1,-1.220342238E-2,1.369877797E-1
1.734045250E0,-5.053461343E-2,1.207783669E-1,-9.600449353E-3,1.312757773E-1
1.744083250E0,-4.747870564E-2,1.100033894E-1,-6.108094007E-3,1.199678373E-1
1.754121250E0,-4.107060656E-2,9.944022447E-2,-1.133309095E-3,1.075938537E-1
1.764158250E0,-3.003263660E-2,9.262508899E-2,2.049655421E-3,9.739387793E-2
1.774196250E0,-1.708141714E-2,9.116168320E-2,7.081964985E-3,9.301817846E-2
1.784234250E0,-1.038981136E-3,9.314784408E-2,1.044925675E-2,9.373786484E-2
1.794271250E0,1.527181547E-2,9.962225705E-2,1.108974684E-2,1.013943042E-1
1.804309250E0,2.619924210E-2,1.116100699E-1,1.455111150E-2,1.155635878E-1
1.814347250E0,4.006685317E-2,1.273110062E-1,1.335348841E-2,1.341333690E-1
1.824385250E0,4.612515122E-2,1.449366361E-1,1.243809797E-2,1.526068948E-1
1.834422250E0,4.696138203E-2,1.590151638E-1,1.184501313E-2,1.662272482E-1
1.844460250E0,4.340036586E-2,1.714026630E-1,7.905238308E-3,1.769885799E-1
1.854498250E0,3.576321900E-2,1.861531138E-1,2.945100656E-3,1.895802290E-1
1.864535250E0,2.645293623E-2,1.926330924E-1,-3.524722066E-3,1.944728510E-1
1.874573250E0,1.434567478E-2,1.899632663E-1,-9.222288616E-3,1.907272700E-1
1.884611250E0,3.012294415E-3,1.819521040E-1,-1.499553397E-2,1.825938337E-1
1.894649250E0,-1.034958381E-2,1.686685234E-1,-1.904780045E-2,1.700558831E-1
1.904686250E0,-2.445774712E-2,1.513526291E-1,-2.126432024E-2,1.547836265E-1
1.914724250E0,-3.234096989E-2,1.399561614E-1,-2.046963200E-2,1.450953868E-1
1.924762250E0,-3.513479233E-2,1.302826256E-1,-2.103180997E-2,1.365662959E-1
1.934799250E0,-3.942834213E-2,1.248428524E-1,-1.698060893E-2,1.320176997E-1
