"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.538401875E0,-3.097621724E-2,2.495447919E-2,-1.352699823E-3,3.980052591E-2
1.548439875E0,-2.435746230E-2,1.374736521E-2,-2.748462372E-3,2.810391548E-2
1.558477875E0,-1.306702942E-2,6.803089753E-3,-5.496682599E-3,1.572395649E-2
1.568515875E0,-3.832784481E-3,-3.443422727E-3,-9.090351872E-3,1.044901403E-2
1.578553875E0,1.099220663E-2,-1.292130724E-2,-1.018019207E-2,1.978446608E-2
1.588590875E0,2.182701230E-2,-2.206873149E-2,-1.243935246E-2,3.343927130E-2
1.598628875E0,3.190393001E-2,-2.959200367E-2,-1.357365493E-2,4.558279872E-2
1.608666875E0,3.951630741E-2,-3.295983747E-2,-1.252357010E-2,5.295969454E-2
1.618704875E0,4.163589701E-2,-3.361064568E-2,-1.213221438E-2,5.486724022E-2
1.628742875E0,4.006782919E-2,-3.327295929E-2,-1.030049287E-2,5.309068571E-2
1.638780875E0,3.518565372E-2,-2.803032659E-2,-8.304044604E-3,4.574589154E-2
1.648817875E0,2.603716031E-2,-2.444517985E-2,-6.487235427E-3,3.629855036E-2
1.658855875E0,1.534461509E-2,-1.450159959E-2,-1.976113301E-3,2.120515567E-2
1.668893875E0,4.587043077E-3,-4.896377213E-3,2.119828481E-3,7.036273644E-3
1.678931875E0,-7.334943861E-3,4.305452108E-3,3.399857320E-3,9.159549612E-3
1.688969875E0,-2.153225616E-2,1.437539607E-2,8.382897824E-3,2.721328799E-2
1.699007875E0,-3.069533408E-2,2.171162330E-2,8.648915216E-3,3.857981149E-2
1.709045875E0,-3.635401651E-2,2.859482914E-2,1.123883948E-2,4.759821723E-2
1.719082875E0,-3.954475001E-2,3.431743011E-2,9.925368242E-3,5.329152087E-2
1.729120875E0,-4.137381166E-2,3.151658550E-2,9.909655899E-3,5.294609271E-2
1.739158875E0,-3.500678390E-2,3.314216062E-2,9.403155185E-3,4.911514082E-2
1.749196875E0,-2.866952866E-2,2.817190252E-2,8.145876229E-3,4.101162354E-2
1.759234875E0,-1.737719588E-2,2.080104686E-2,5.221514497E-3,2.760280241E-2
1.769272875E0,-4.040617496E-3,1.467764005E-2,2.988187596E-3,1.551415393E-2
1.779309875E0,3.444341011E-3,3.788207890E-3,-1.947572455E-4,5.123664158E-3
1.789347875E0,1.870984584E-2,-4.409002140E-3,-2.635544399E-3,1.940215775E-2
1.799385875E0,2.609057352E-2,-1.406924427E-2,-4.561494105E-3,2.999114685E-2
1.809423875E0,3.404304013E-2,-2.395090275E-2,-7.315468974E-3,4.226216286E-2
1.819461875E0,3.507743031E-2,-2.821735479E-2,-8.306301199E-3,4.577815929E-2
1.829499875E0,3.410591185E-2,-3.412930295E-2,-9.366772138E-3,4.915037094E-2
1.839537875E0,3.009926714E-2,-3.432192653E-2,-1.025904436E-2,4.678897856E-2
1.849574875E0,2.190179005E-2,-3.237515688E-2,-1.097144000E-2,4.059817343E-2
1.859612875E0,1.057294663E-2,-3.046267480E-2,-7.180826273E-3,3.303522396E-2
1.869650875E0,-1.733351871E-2,-2.257305942E-2,-4.098750185E-3,2.875401947E-2
1.879688875E0,-2.961360216E-1,1.851194352E-2,-1.262436621E-2,2.969825079E-1
1.889726875E0,-7.275598645E-1,9.985873103E-2,-1.832299866E-2,7.346093213E-1
1.899764875E0,-1.205870390E0,1.818987727E-1,-1.707324199E-2,1.219631935E0
1.909802875E0,-1.538822293E0,2.437208593E-1,7.514659315E-3,1.558021302E0
1.919839875E0,-1.652782679E0,2.568227649E-1,5.501838401E-2,1.673521896E0
1.929877875E0,-1.539792538E0,2.283287942E-1,1.083002463E-1,1.560392271E0
1.939915875E0,-1.248726249E0,1.718239039E-1,1.500134617E-1,1.269387544E0
