"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.123480167E0,1.687437915E-2,1.743600422E-1,-3.207314730E-2,1.780866524E-1
1.133518167E0,2.813435320E-2,1.545232351E-1,-8.338129520E-3,1.572847622E-1
1.143556167E0,2.252622471E-2,1.295229165E-1,-9.039795399E-4,1.314702775E-1
1.153594167E0,1.510473761E-2,1.138979502E-1,7.856318951E-3,1.151634400E-1
1.163633167E0,-1.575760664E-3,7.828776738E-2,2.022493422E-2,8.087339183E-2
1.173671167E0,-1.639195645E-2,5.019712212E-2,2.527751327E-2,5.854400039E-2
1.183709167E0,-2.227317732E-2,2.077484658E-2,2.660717010E-2,4.044292496E-2
1.193747167E0,-2.484499290E-2,-8.818478286E-3,2.665570199E-2,3.749087463E-2
1.203785167E0,-2.165561998E-2,-2.669129692E-2,2.432207823E-2,4.210646859E-2
1.213823167E0,-2.977480782E-2,-5.616296316E-2,1.750948727E-2,6.593481444E-2
1.223861167E0,-2.795447823E-2,-8.846692929E-2,1.339597106E-2,9.374061271E-2
1.233899167E0,-1.868264887E-2,-1.075529538E-1,1.167805910E-2,1.097864122E-1
1.243938167E0,1.980570713E-3,-1.048310749E-1,2.463431954E-3,1.048787177E-1
1.253976167E0,1.245914661E-2,-1.121543471E-1,-8.108918667E-3,1.131352397E-1
1.264014167E0,3.950994680E-2,-1.125858168E-1,-5.222148299E-3,1.194314568E-1
1.274052167E0,6.745286764E-2,-1.181858597E-1,4.983581901E-3,1.361712997E-1
1.284090167E0,8.513968086E-2,-1.179945461E-1,1.263934135E-2,1.460521520E-1
1.294128750E0,1.002652766E-1,-1.196470971E-1,1.339538634E-2,1.566779816E-1
1.304166750E0,1.250786214E-1,-1.214710812E-1,1.233937919E-2,1.747917200E-1
1.314204750E0,1.416058861E-1,-1.039091517E-1,3.220646381E-2,1.785681805E-1
1.324243750E0,1.475827820E-1,-9.528706681E-2,3.933948219E-2,1.800219362E-1
1.334281750E0,1.455240870E-1,-7.767103231E-2,4.137899101E-2,1.700654876E-1
1.344319750E0,1.403135418E-1,-7.453858752E-2,3.578671396E-2,1.628636851E-1
1.354357750E0,1.273118558E-1,-6.425245810E-2,2.465829313E-2,1.447229022E-1
1.364395750E0,1.079869451E-1,-4.993516685E-2,3.015292168E-2,1.227350801E-1
1.374433750E0,1.041376317E-1,-4.225271121E-2,1.949520171E-2,1.140613906E-1
1.384471750E0,8.766965230E-2,-2.298929678E-2,-1.973961532E-2,9.275843958E-2
1.394510750E0,6.208886040E-2,-2.018734759E-2,-4.562933207E-2,7.965294429E-2
1.404548750E0,2.511784773E-2,-4.959571771E-3,-6.192435265E-2,6.700842542E-2
1.414586750E0,9.132747855E-3,2.137526426E-2,-8.239837825E-2,8.561426134E-2
1.424624750E0,-1.030905233E-2,1.867558653E-2,-1.103492385E-1,1.123922085E-1
1.434662750E0,-3.941915050E-2,4.123312125E-2,-1.218325853E-1,1.345259029E-1
1.444700750E0,-7.066625068E-2,5.504716823E-2,-1.515797102E-1,1.760690724E-1
