"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.851029792E0,8.998427987E-1,4.987046242E0,-1.857218891E-1,5.070980172E0
2.861067792E0,9.200639129E-1,4.306980133E0,-2.534981668E-1,4.411446111E0
2.871104792E0,8.838062882E-1,3.342324257E0,-2.990376949E-1,3.470110738E0
2.881142792E0,7.772985697E-1,2.191390038E0,-3.397959471E-1,2.349860559E0
2.891180792E0,5.919718146E-1,8.933776021E-1,-3.599188030E-1,1.130528953E0
2.901217792E0,3.705923259E-1,-4.357763231E-1,-3.603100479E-1,6.760643508E-1
2.911255792E0,9.594050795E-2,-1.724031687E0,-3.320933282E-1,1.758344624E0
2.921292792E0,-1.775524318E-1,-2.889149904E0,-2.769618332E-1,2.907820471E0
2.931330792E0,-4.519536197E-1,-3.864473581E0,-2.002439052E-1,3.895961468E0
2.941368792E0,-6.870716810E-1,-4.575035095E0,-8.995556086E-2,4.627213591E0
2.951405792E0,-8.622668982E-1,-4.986285210E0,3.186967224E-2,5.060391296E0
2.961443792E0,-9.627831578E-1,-5.090926170E0,1.623345912E-1,5.183708441E0
2.971481792E0,-9.813382030E-1,-4.877236366E0,2.873194218E-1,4.983273191E0
2.981518792E0,-9.205402136E-1,-4.377625465E0,3.984884918E-1,4.491079166E0
2.991556792E0,-7.768064737E-1,-3.621654987E0,4.833581150E-1,3.735431463E0
3.001593792E0,-5.750221610E-1,-2.669012785E0,5.307834744E-1,2.781368517E0
3.011631792E0,-3.335948586E-1,-1.549558997E0,5.436055660E-1,1.675686614E0
