"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.064859000E0,6.121068727E-3,-3.498381376E-2,-2.397233620E-2,4.284865938E-2
1.074896000E0,1.596624032E-3,-2.309413068E-2,-3.400553018E-2,4.113713849E-2
1.084934000E0,-2.541406080E-3,-7.264547516E-3,-4.089412093E-2,4.161203579E-2
1.094972000E0,-7.664262783E-3,7.490164135E-3,-4.198202118E-2,4.332820773E-2
1.105010000E0,-1.361132972E-2,2.107931674E-2,-4.258384928E-2,4.942661338E-2
1.115048000E0,-1.401559729E-2,3.439938277E-2,-3.851853311E-2,5.351104461E-2
1.125085000E0,-1.335755549E-2,4.556024820E-2,-3.083816357E-2,5.661406925E-2
1.135123000E0,-1.068507321E-2,5.451939255E-2,-2.002732828E-2,5.905614982E-2
1.145161000E0,-5.440269597E-3,5.897308514E-2,-8.023051545E-3,5.976445984E-2
1.155199000E0,-1.107040327E-3,5.860849842E-2,3.398714121E-3,5.871739847E-2
1.165237000E0,4.044971894E-3,5.562419444E-2,1.350880973E-2,5.738380212E-2
1.175274000E0,6.931039039E-3,4.703283682E-2,2.295184508E-2,5.279123255E-2
1.185312000E0,1.199147664E-2,3.626608104E-2,3.077166900E-2,4.905017593E-2
1.195350000E0,1.395955309E-2,2.203122154E-2,3.670412675E-2,4.502706703E-2
1.205388000E0,1.635873131E-2,4.865798168E-3,3.904827312E-2,4.261515828E-2
1.215426000E0,1.791295223E-2,-1.091582794E-2,3.854866326E-2,4.388654231E-2
1.225463000E0,2.461096458E-2,-2.563013509E-2,3.326114267E-2,4.867141886E-2
1.235501000E0,2.980173193E-2,-3.841570392E-2,2.154003642E-2,5.317784034E-2
1.245539000E0,3.918434307E-2,-5.027410015E-2,1.224213000E-2,6.490583668E-2
1.255577000E0,4.249997810E-2,-5.858769268E-2,-2.187142381E-3,7.241235712E-2
1.265615000E0,4.196000099E-2,-6.014451757E-2,-1.317493618E-2,7.450894993E-2
1.275652000E0,4.104840383E-2,-5.861000344E-2,-2.085496113E-2,7.453209620E-2
1.285690000E0,3.385750204E-2,-5.149496347E-2,-2.991078794E-2,6.850340825E-2
1.295728000E0,2.392284200E-2,-4.091608897E-2,-3.272761405E-2,5.759796374E-2
1.305766000E0,1.285331231E-2,-2.775801718E-2,-3.336792067E-2,4.526735341E-2
1.315804000E0,8.800062351E-4,-1.275882870E-2,-3.225951269E-2,3.470213653E-2
1.325841000E0,-1.298875920E-2,4.968043417E-3,-2.693627588E-2,3.031422570E-2
1.335879000E0,-2.472424507E-2,2.192838490E-2,-1.958488487E-2,3.841497200E-2
1.345917000E0,-3.080602735E-2,3.683857247E-2,-1.228426769E-2,4.956808425E-2
1.355955000E0,-3.386387229E-2,5.251127481E-2,-5.952867679E-3,6.276649156E-2
1.365993000E0,-3.200268745E-2,6.034430861E-2,2.130608773E-3,6.833847438E-2
1.376030000E0,-2.624493465E-2,6.566263735E-2,7.381563075E-3,7.109758092E-2
